name,alias,part,age,infection,insurance,department,checklist,symptom,complication,treatment,drug,period,rate,money
皮肤病,,皮肤,所有人群,无传染性,非医保疾病,皮肤科,滤过紫外线检查 皮肤定位觉 [详细],皮肤瘙痒 皮肤搔痒 皮肤潮红肿胀 风团 股部内侧靠近阴囊处的皮疹 [详细],暂无相关资料,药物治疗、物理治疗 [详细],皮肤病血毒丸 皮肤病血毒片 皮肤病血毒丸 [详细],,50%,市三甲医院约（3000 —— 5000元）
胃肠神经官能症,"胃肠道功能紊乱,胃肠综合征",胃 肠,所有人群,无传染性,非医保疾病,胃肠外科 消化内科,气钡双对比造影 内镜检查 胃液显微镜检查 胃肠道疾病的超声检查 [详细],粪便量多 恶食酸物 胃肠功能不良 小胃综合征 小指半月甲呈粉红色 [详细],焦虑症 [详细],药物治疗 [详细],奥替溴铵片 双金胃肠胶囊 胃肠宁颗粒 [详细],2-4周,80%,
黑色素瘤,"黑色素细胞瘤,色素病,脱疽,厉疽",皮肤,于中老年人较多，男比女多发。,无传染性,医保疾病,肿瘤科 皮肤科,脑脊液细胞学检查 电子皮镜 肿瘤前哨淋巴结显像 肿瘤放射免疫显像 血清NSE [详细],黑痣 淋巴结肿大 皮肤痣 瘙痒 色素性皮损 [详细],,药物治疗 [详细],湿毒清胶囊 冰黄肤乐软膏 湿毒清片 [详细],1--3周,70%,
骨折,,骨,所有人群,无传染性,非医保疾病,骨科 中医科,四肢的骨和关节平片 前臂直尺试验 [详细],活动受限 纵行骨折 斜形骨折 撕脱骨折 舌型骨折 [详细],褥疮 骨质疏松 骨化性肌炎 尿道损伤 脾破裂 [详细],保守治疗、手术治疗 [详细],骨康胶囊 骨折挫伤胶囊 骨炎灵片 [详细],1-3个月,95%,
败血症,"败血病,菌血症",血液血管 全身,"营养不良,贫血，糖尿病及肝硬化的患者",无传染性,医保疾病,呼吸内科 心血管内科,血液及骨髓细菌培养 骨髓细菌培养 细菌的CAMP试验 白细胞分类计数 胸部平片 [详细],头痛 昏迷 寒战 高热 意识模糊 [详细],,药物治疗 [详细],氟氯西林钠胶囊 替硝唑片 苯唑西林钠片 [详细],7-14天,90%,
跖疣,"牛程蹇,瘊子",足部,所有人群,有传染性,医保疾病,皮肤科 外科,,掌跖角化过度 压痛 掌趾皮肤黄色角化物 表皮角化 角质增厚 [详细],,手术治疗、激光治疗、药物治疗 [详细],疣体剥离刀 [详细],1-2周,85%,市三甲医院约（500 —— 800元）;
子宫脱垂,子宫脱出,子宫,女性人群,无传染性,医保疾病,妇科 生殖健康,阴道窥器检查 妇科常规检查 盆腔和阴道B超 妇科B超 盆腔CT [详细],子宫呈葫芦状 子宫附件肿块 子宫下垂 腰骶部酸痛 白带增多 [详细],子宫脱垂 流产 卵巢早衰 中气不足 子宫性不孕 [详细],药物治疗 [详细],酒石酸托特罗定... 聚甲酚磺醛溶液 阴痒康洗剂 [详细],8-12周,外科手术治愈率约为60-70%,不同医院收费标准不一致，市三甲医院约（1000 —— 3000元）
气胸,自发性气胸,肺,老年人,无传染性,医保疾病,呼吸内科 心胸外科,动脉血气分析 胸部平片 胸部CT 胸部磁共振 肺弥散功能 [详细],胸痛 胸闷 烦躁不安 紫绀 呼吸困难 [详细],,药物治疗、手术治疗 [详细],复方丹参滴丸 止咳丸 冠心苏合丸 [详细],15天,86.20%,
梅尼埃病,内耳眩晕症，美尼尔病,耳,30～50岁的中、青年人,无传染性,医保疾病,耳鼻喉科 神经内科,听力检查 前庭功能 耳蜗电图 纯音听力计检查法 声阻抗 [详细],吞咽困难 复听 恶心 耳鸣 发作性眩晕 [详细],耳聋 拉肚子 [详细],西医药物治疗 [详细],桂利嗪片 甲磺酸倍他司汀... 复方天麻蜜环糖... [详细],3-6个月,70%，多以对症治疗为主,
面瘫,"Bell麻痹,特发性面神经麻痹,面神经麻痹,面神经炎,歪嘴巴,歪歪嘴,吊线风,吊斜风,歪嘴风",面部 周围神经系统,所有人群,无传染性,非医保疾病,神经内科 中医科,眼科检查 三叉神经运动功能 眼睑检查 面神经检查 面神经的运动检查 [详细],口眼歪斜 早上起床突然发现面颊动作不灵或歪斜 口角下垂 鼻唇沟变浅 口角歪斜，无法说话 [详细],面肌痉挛 尿道癌 人流后妇科病 女性尿道癌 宫颈糜烂 [详细],药物治疗、针灸治疗 [详细],大活络丸 天蚕胶囊 天蚕胶囊 [详细],14-30天,20%,
鼠标手,"迟发性正中神经麻痹,腕管综合症",上肢 关节,发于30～50岁年龄，女性为男性的5倍。双侧发病者约占1/3～1/2，双侧发病者女∶男为9∶,无传染性,非医保疾病,骨科 手外科,关节镜 肌电图 四肢的骨和关节平片 伸腕试验 屈腕试验 [详细],拇、食、中三指有放射痛 腕部疼痛 手腕在大拇指侧的疼痛 肌肉萎缩 食指和中指僵硬痛麻 [详细],,手术治疗、药物治疗 [详细],辣椒风湿膏 通络开痹片 盐酸氨基葡萄糖... [详细],,80%,
鼻息肉,鼻痔,鼻,所有人群,无传染性,医保疾病,耳鼻喉科 普外科,前鼻镜 头颅平片 鼻腔内镜 [详细],息肉 鼻内似有擤不出的鼻涕 鼻塞 头痛 蛙状鼻 [详细],,药物治疗、手术治疗 [详细],鼻炎通喷雾剂 七叶皂苷钠片 氨酚那敏片、维... [详细],3--7天,85%,
下肢静脉曲张,,下肢 血液血管,常见于从事持久体力劳动或站立工作的人员,无传染性,医保疾病,心血管内科 血管外科,交通静脉瓣膜功能试验 尿常规 普拉特试验 大隐静脉瓣膜功能试验 [详细],静脉曲张 下肢浅静脉曲张 下肢无力 [详细],脉管炎 血栓性静脉炎 [详细],物理疗法、手术治疗 [详细],七叶皂苷钠片 复方七叶皂苷钠... 积雪苷霜软膏 [详细],手术治疗周期21天,治愈率97%,市三甲医院约（2000 —— 5000元）
血小板减少症,血小板减少,血液血管,所有人群,无传染性,医保疾病,血液科,骨髓象分析 血清抗血小板抗体 血小板分布宽度 [详细],皮肤青紫色改变 血小板减少 月经量多 怕冷 乏力 [详细],鼻出血 [详细],中医药物治疗、西医药物治疗 [详细],地榆升白片 微达康颗粒 血宁糖浆 [详细],3-6月,85%,
网球肘,"桡侧伸腕肌肌腱损伤,肱骨外上髁炎,桡肱骨粘液囊炎",肘部,青壮年、运动员,无传染性,医保疾病,骨科,一般摄片检查 骨关节及软组织CT 前臂伸肌紧张试验 网球肘试验 [详细],,,物理治疗、药物治疗 [详细],洛索洛芬钠片 双氯芬酸二乙胺 氧氟沙星氯化钠... [详细],治疗周期120天,治愈率20%,
耳聋,"聋,听力障碍,重听",耳,所有人群，中老年人为多,无传染性,医保疾病,耳鼻喉科 五官科,音叉检查 听力检查 前庭功能 电测听 纯音听力计检查法 [详细],神经性耳聋 中枢性耳聋 传导性耳聋 耳蜗性耳聋 [详细],肾炎 耳鼻咽喉创伤 工业毒物中毒性周围神经病 听小骨创伤 小儿遗传性慢性进行性肾炎 [详细],药物治疗、手术治疗 [详细],人参鹿茸丸 愈风宁心片 活力苏口服液 [详细],1--6个月,20--30%,市三甲医院约（5000-10000元）
眩晕,"前庭系统性眩晕,前庭性眩晕,真性眩晕",颅脑 耳,所有人群,无传染性,医保疾病,神经内科 耳鼻喉科,脑电图 内听道片 颅脑MRI 颅脑超声检查 位听神经检查 [详细],头晕 恶心 发作性眩晕 旋转性眩晕 颈性眩晕 [详细],耳聋 低血糖 猝死 脑脓肿 贫血 [详细],,天麻蜜环菌片 田七花叶颗粒 眩晕宁片 [详细],,暂无相关资料,
处女膜闭锁,,阴道,青春期女孩,无传染性,医保疾病,妇科 生殖健康,外阴部妇科常规检查 宫颈妇科常规检查 妇科常规检查 妇科B超 腹部包块 [详细],处女膜无孔 无月经来潮 下腹部包块 下腹痛 肚子疼 [详细],便秘 肛门异位 [详细],手术治疗 [详细],止痛化癥胶囊 桂枝茯苓胶囊 益母草颗粒 [详细],3天,98%,不同医院收费标准不一致，市三甲医院约（1000-5000元）
皮脂腺囊肿,粉瘤，皮脂囊肿，粉刺,面部 皮肤,青年男性,无传染性,医保疾病,皮肤科,皮肤涂片显微镜检查 皮肤癌检测 [详细],皮下囊肿 皮肤粘连 皮下结节 皮下脂肪粒 [详细],皮脂腺癌 皮脂腺腺瘤 皮脂囊肿病 [详细],手术治疗、药物治疗 [详细],消癌平片 复方斑蝥胶囊 注射用香菇多糖 [详细],1-2周,98%,
蛛网膜下腔出血,"脑出血,蛛网膜下出血",颅脑,30～40岁青壮年多见，也有的报道80%的发病年龄在30～69岁。男性稍多于女性。,无传染性,医保疾病,脑外科 神经内科,脑血管造影 脑膜刺激征 尿常规 脑脊液检查-化学检查-蛋白质检查 脑脊液细胞分类计数 [详细],脑膜刺激症状 定位神经体征 偏瘫 癫痫和癫痫样发作 头痛 [详细],,手术治疗、药物治疗 [详细],尼莫地平注射液 复方芦丁片 独一味软胶囊 [详细],2-4周,70%,
猩红热,烂喉丹痧,咽喉 全身,儿童,有传染性,医保疾病,传染科,狄克试验 腹部皮肤检查 尿常规 耳、鼻、咽拭子细菌培养 结核菌素皮内试验 杆菌肽抑菌试验 猩红热红疹消退转白试验 [详细],高热 杨梅样舌 猩红热样皮疹 咽痛 头痛 [详细],,西药治疗 [详细],头孢克洛干混悬... 青霉素V钾片 红霉素肠溶胶囊 [详细],,85%,市三甲医院约10000--30000元;
腮腺炎,,面部,儿童、青少年,有传染性,非医保疾病,内分泌科 口腔科,尿常规 心电图 血清淀粉酶 尿淀粉酶 补体结合试验 血凝抑制试验 血清淀粉酶同工酶 磁共振水成像 血清卵泡刺激素 血清鳞状上皮细胞癌抗原 [详细],腮腺肿大 发烧 怕冷 咽痛 温毒厥脱 [详细],慢性阻塞性腮腺炎 慢性化脓性腮腺炎 急性化脓性腮腺炎 化脓性腮腺炎 尿道癌 [详细],西药治疗、中药治疗、针灸治疗 [详细],腮腺炎片 麻疹腮腺炎联合... 麻疹腮腺炎联合... [详细],14天,93%,市三甲医院约(5000--10000元）;
脑膜炎,,颅脑,中老年人,有传染性,医保疾病,脑外科 传染科,脑脊液一般性状 脑脊液的化学检查 脑膜刺激征 脑脊液结核性脑膜炎抗体 脑脊液脑膜炎球菌抗原 颅脑CT 脑脊液葡萄糖 脑脊液细胞计数 血清补体C6 脑脊液蛋白定量 [详细],头痛 颈部僵硬 抽搐 脑脊液白细胞增加 食欲不振 [详细],,药物治疗 [详细],伊曲康唑胶囊 利福喷丁胶囊 异烟肼片 [详细],2-4个月,50%,市三甲医院约（3000-5000元）;
胃下垂,低位胃，胃缓,胃,多见于瘦长无力体型者、久病体弱者、经产妇、多次腹部手术有切口疝者和长期卧床少动者,无传染性,医保疾病,消化内科,腹部平片 胃钡餐造影 胃肠道疾病的超声检查 [详细],腹胀 压痛 恶心 肚子疼 继发性便秘 [详细],,药物治疗 [详细],甲氧氯普胺片 附子理中丸 补中益气丸(水... [详细],1-2个月,60%,
肾盂肾炎,,肾,成年人,无传染性,医保疾病,肾内科,肾病类尿常规 尿常规 尿液细胞学检查 尿浓缩试验 尿酸 [详细],腰酸背痛 肾区压痛 高热寒战 发烧 头痛 [详细],暂无相关资料,药物治疗 [详细],复方α-酮酸片 吗替麦考酚酯胶... 他克莫司胶囊 [详细],治疗周期90天,治愈率82%,市三甲医院约（500-1000元）
扁桃体炎,,咽喉,儿童，青少年,无传染性,医保疾病,耳鼻喉科 呼吸内科,暂无相关资料,恶寒 高热 喉咙痛 咽痛 疲劳 [详细],慢性舌扁桃体炎 急性舌扁桃体炎 急性扁桃体炎 慢性扁桃体炎 [详细],药物治疗 [详细],板蓝根颗粒 蒲地蓝消炎口服... 阿莫西林片 [详细],2-3周,一般经过治疗后100%可以痊愈,市三甲医院约（500-1000元）
脑动脉硬化症,脑动脉硬化，脑络痹,颅脑 血液血管,于40岁以上的中老年人，男性多于女性，有高血压、糖尿病、高脂血症、长期吸烟、饮酒及,无传染性,医保疾病,神经内科,便常规 大生化检查 血液生化六项 尿常规 颈动脉彩超 [详细],脑缺血 脑功能不全 疲乏 记忆力障碍 伴高血压 [详细],高脂血症 糖尿病和高血压 [详细],药物治疗 [详细],通脉颗粒 尼麦角林片 脑心清片 [详细],3-6周,70%,
新生儿肺炎,"小儿肺炎,新生儿吸入性肺炎和感染性肺炎",肺,新生儿,无传染性,医保疾病,儿科 呼吸内科,血清免疫球蛋白M WBC 耳、鼻、咽拭子细菌培养 痰培养 胸部平片 [详细],新生儿气促 鼻翼扇动 喘息 呼吸困难 肺部啰音 [详细],,药物治疗及支持疗法 [详细],头孢氨苄甲氧苄... 了哥王片 地红霉素肠溶胶... [详细],7-21天,70%,
一期梅毒,硬下疳,女性生殖 男性生殖,所有人群,有传染性,非医保疾病,性病科 传染科,不加热血清反应素实验 梅毒螺旋体抗原血清试验 基因诊断技术检测梅毒螺旋体 血清梅毒螺旋体抗体 梅毒血清试验 梅毒螺旋体血球凝集试验 [详细],淋巴结肿大 硬下疳 [详细],瘫痪 主动脉瓣关闭不全 心肌梗塞 [详细],中医药物治疗、西医药物治疗 [详细],红霉素肠溶胶囊 盐酸米诺环素胶... 盐酸米诺环素片 [详细],3-6个月,85%,不同医院收费标准不一致，市三甲医院约（10000 —— 50000元）;
肠易激综合征,"肠道易激综合征,应激性结肠综合征，结肠过敏；结肠功能紊乱",肠,便秘型女性为主，腹泻型男性为主,无传染性,非医保疾病,消化内科 中医科,胃肠道功能动力学检查 胃钡餐造影 纤维结肠镜 乙状结肠镜检查 肠道通过时间和压力 [详细],肚子疼 排便障碍 腹胀 稀便 原发性便秘 [详细],,药物治疗 [详细],参倍固肠胶囊 复方谷氨酰胺肠... 达立通颗粒 [详细],1-2个月,85%,
急性咽炎,,咽喉,所有人群，抽烟男性,无传染性,医保疾病,耳鼻喉科,体温 口腔内窥镜 [详细],咽喉干燥及灼热感 头痛 关节酸痛 咽痛 吞咽痛 [详细],急性喉炎 肺炎 急性蜂窝组织炎 [详细],药物治疗 [详细],芩石利咽口服液 双羊喉痹通颗粒 喉疾灵胶囊 [详细],治疗周期15天,治愈率84%,
慢性淋巴结炎,,淋巴,所有人群,无传染性,医保疾病,内分泌科,涂片 局部淋巴显象 普通透视检查 头颅平片 [详细],口腔黏膜溃疡 腋区疼痛 透明血管型 淋巴结肿大 淋巴结疼痛 [详细],蜂窝织炎 [详细],药物治疗、手术治疗 [详细],开喉剑喷雾剂 口炎清颗粒 司帕沙星 [详细],10天,70%,不同医院收费标准不一致，市三甲医院约（500-1000元）
胃息肉,,胃,60岁以后,无传染性,医保疾病,胃肠外科 消化内科,上消化道X线钡餐 胃钡餐造影 内镜检查 胃粘膜活检 [详细],肚子疼 腹胀 食欲不振 恶心 上腹不适 [详细],幽门梗阻 [详细],手术治疗 [详细],奥美拉唑肠溶胶... 安中片 奥美拉唑肠溶胶... [详细],3-6周,90%,不同医院收费标准不一致，市三甲医院约（5000-10000元）
结核性胸膜炎,,肺,所有人群,有传染性,医保疾病,呼吸内科,胸腔积液微生物学检查 胸透 达阿马托征 胸腔积液免疫化学检查 胸腔积液一般性状 [详细],咳嗽 胸痛 发烧 气促 低烧 [详细],暂无相关资料,西药治疗、手术治疗 [详细],异烟肼片 利福喷丁胶囊 吡嗪酰胺片 [详细],3-6月,95%,市三甲医院约8000--15000元
慢性扁桃体炎,乳蛾,咽喉,儿童、成年均可发生,无传染性,医保疾病,耳鼻喉科,口腔内窥镜 血清C反应蛋白 [详细],消化不良 咽痛 头痛 扁桃体充血肥大 咽部异物感 [详细],风湿性关节炎 风湿热 心脏病 [详细],药物、手术治疗 [详细],穿心莲软胶囊 银黄滴丸 了哥王片 [详细],1周,98%。,不同医院收费标准不一致，市三甲医院约（4000 —— 8000元）
经前期综合征,"黄体后期心境恶劣障碍,经前紧张症,晚黄体期焦虑症",全身,女性,无传染性,非医保疾病,妇科,白带常规 乳腺B超 乳房摄片 妇科B超 [详细],瘀血性痛经 体重增加 发作性眩晕 乳房胀痛 生理性腹泻 [详细],经行头痛 失眠症 抑郁症 精神障碍 性功能异常伴发的精神障碍 [详细],药物治疗 [详细],地屈孕酮片 盐酸氯丙嗪片 黄体酮胶囊 [详细],国内最认可的有效治疗手段的该病治疗周期（,一般在正规综合三甲医院的典型病例治愈率（,
丹毒,流火病,皮肤 血液血管,所有人,无传染性,医保疾病,皮肤科,真菌组织病理学 [详细],丹毒样外观 皮肤弥漫性红肿 泛发性红色斑块 水疱或大疱损害 高热寒战 [详细],,药物治疗 [详细],鱼石脂软膏 青霉素V钾片 克拉霉素干混悬... [详细],7-10天,90%,
肝损伤,,肝,所有人群,无传染性,医保疾病,肝胆外科 消化内科,RBC 血红蛋白 肝脏超声检查 肝、胆、脾CT 肝胶体显像 [详细],肚子疼 腹膜刺激征 腹胀 血压下降 出冷汗 [详细],胆汁性腹膜炎 休克 [详细],药物、手术治疗 [详细],头孢呋辛酯胶囊 头孢地尼分散片 头孢克肟片 [详细],7-21天,50%,不同医院收费标准不一致，市三甲医院约（10000 —— 50000元）
小儿多动症,"注意缺陷障碍,儿童多动综合征,脑功能轻微失调,轻微脑功能障碍综合征",颅脑,婴幼儿,无传染性,非医保疾病,儿科 精神病科,脑电图 脑诱发电位 [详细],注意力不集中 情绪起伏大 学习困难 易激动 注意力缺乏多动症 [详细],焦虑症 [详细],利它林、右旋苯丙胺、甲基苯丙胺、匹莫林 [详细],多动宁胶囊 盐酸硫必利片 氟哌啶醇片 [详细],1-3年,70%,
